cve_id,published_date,description,cvss_base_score,vendor,product_name,version_start,version_end,version_note,cisa_kev,first_epss,reference_url,source_snapshot_date
CVE-2023-9308,2023-02-02,Privilege escalation in Identity Provider SaaS daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.0,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.41732,https://nvd.nist.gov/vuln/detail/CVE-2023-9308,2025-01-15
CVE-2025-5380,2025-03-03,SQL injection flaw in Cloud Database Engine backend parser allows unauthorized read and write access to sensitive database tables,8.8,CloudData,Cloud Database Engine,5.1.0,5.1.5,,True,0.83179,https://nvd.nist.gov/vuln/detail/CVE-2025-5380,2025-01-15
CVE-2023-7619,2023-04-04,Authentication bypass in Core Banking Framework session handling allows unauthenticated attacker to bypass administrative controls,7.7,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.01828,https://nvd.nist.gov/vuln/detail/CVE-2023-7619,2025-01-15
CVE-2022-5611,2022-05-05,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,6.9,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.04038,https://nvd.nist.gov/vuln/detail/CVE-2022-5611,2025-01-15
CVE-2024-2899,2024-06-06,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.3,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.02437,https://nvd.nist.gov/vuln/detail/CVE-2024-2899,2025-01-15
CVE-2022-2542,2022-07-07,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,5.3,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.04127,https://nvd.nist.gov/vuln/detail/CVE-2022-2542,2025-01-15
CVE-2026-1133,2026-08-08,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,6.8,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.00637,https://nvd.nist.gov/vuln/detail/CVE-2026-1133,2025-01-15
CVE-2023-2679,2023-09-09,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,7.9,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.03588,https://nvd.nist.gov/vuln/detail/CVE-2023-2679,2025-01-15
CVE-2025-9666,2025-10-10,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.7,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.03326,https://nvd.nist.gov/vuln/detail/CVE-2025-9666,2025-01-15
CVE-2026-1659,2026-11-11,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.4,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.03079,https://nvd.nist.gov/vuln/detail/CVE-2026-1659,2025-01-15
CVE-2026-2069,2026-12-12,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.8,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.02682,https://nvd.nist.gov/vuln/detail/CVE-2026-2069,2025-01-15
CVE-2024-3489,2024-01-13,Remote code execution in Embedded IoT Gateway allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.4,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.02615,https://nvd.nist.gov/vuln/detail/CVE-2024-3489,2025-01-15
CVE-2026-4343,2026-02-14,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.4,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.04793,https://nvd.nist.gov/vuln/detail/CVE-2026-4343,2025-01-15
CVE-2022-6463,2022-03-15,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.3,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.03195,https://nvd.nist.gov/vuln/detail/CVE-2022-6463,2025-01-15
CVE-2026-5910,2026-04-16,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,5.9,CloudData,Cloud Database Engine,4.0.0,5.0.0,,True,0.83106,https://nvd.nist.gov/vuln/detail/CVE-2026-5910,2025-01-15
CVE-2025-2484,2025-05-17,Privilege escalation in Cloud Database Engine daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.9,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.02724,https://nvd.nist.gov/vuln/detail/CVE-2025-2484,2025-01-15
CVE-2026-2060,2026-06-18,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,7.1,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.0166,https://nvd.nist.gov/vuln/detail/CVE-2026-2060,2025-01-15
CVE-2022-2959,2022-07-19,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.3,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.01208,https://nvd.nist.gov/vuln/detail/CVE-2022-2959,2025-01-15
CVE-2025-8192,2025-08-20,Cross-site scripting (XSS) and CSRF in Cloud Database Engine web interface allows attacker to hijack authenticated analyst sessions,4.2,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.03456,https://nvd.nist.gov/vuln/detail/CVE-2025-8192,2025-01-15
CVE-2023-9815,2023-09-21,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.6,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.01152,https://nvd.nist.gov/vuln/detail/CVE-2023-9815,2025-01-15
CVE-2026-8041,2026-10-22,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,5.0,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.4598,https://nvd.nist.gov/vuln/detail/CVE-2026-8041,2025-01-15
CVE-2022-1698,2022-11-23,Remote code execution in Core Banking Framework allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.7,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.01435,https://nvd.nist.gov/vuln/detail/CVE-2022-1698,2025-01-15
CVE-2026-5330,2026-12-24,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.2,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.02129,https://nvd.nist.gov/vuln/detail/CVE-2026-5330,2025-01-15
CVE-2024-1395,2024-01-25,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.1,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.03919,https://nvd.nist.gov/vuln/detail/CVE-2024-1395,2025-01-15
CVE-2022-6917,2022-02-26,Privilege escalation in Cloud Database Engine daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.5,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.02744,https://nvd.nist.gov/vuln/detail/CVE-2022-6917,2025-01-15
CVE-2026-1133,2026-03-27,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.2,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.00859,https://nvd.nist.gov/vuln/detail/CVE-2026-1133,2025-01-15
CVE-2025-4141,2025-04-28,Authentication bypass in Cloud Database Engine session handling allows unauthenticated attacker to bypass administrative controls,8.0,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.03651,https://nvd.nist.gov/vuln/detail/CVE-2025-4141,2025-01-15
CVE-2026-1412,2026-05-01,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,7.3,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.01517,https://nvd.nist.gov/vuln/detail/CVE-2026-1412,2025-01-15
CVE-2026-7316,2026-06-02,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,8.4,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.00672,https://nvd.nist.gov/vuln/detail/CVE-2026-7316,2025-01-15
CVE-2026-2060,2026-07-03,Remote code execution in Core Banking Framework allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.0,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.04024,https://nvd.nist.gov/vuln/detail/CVE-2026-2060,2025-01-15
CVE-2023-7184,2023-08-04,Cross-site scripting (XSS) and CSRF in Cloud Database Engine web interface allows attacker to hijack authenticated analyst sessions,4.3,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.00456,https://nvd.nist.gov/vuln/detail/CVE-2023-7184,2025-01-15
CVE-2023-1539,2023-09-05,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.2,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.00631,https://nvd.nist.gov/vuln/detail/CVE-2023-1539,2025-01-15
CVE-2024-2409,2024-10-06,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,7.5,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.02365,https://nvd.nist.gov/vuln/detail/CVE-2024-2409,2025-01-15
CVE-2023-9932,2023-11-07,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,6.7,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.02529,https://nvd.nist.gov/vuln/detail/CVE-2023-9932,2025-01-15
CVE-2025-3747,2025-12-08,Cross-site scripting (XSS) and CSRF in Web Application Firewall web interface allows attacker to hijack authenticated analyst sessions,4.1,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.00689,https://nvd.nist.gov/vuln/detail/CVE-2025-3747,2025-01-15
CVE-2023-1466,2023-01-09,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,7.1,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.02487,https://nvd.nist.gov/vuln/detail/CVE-2023-1466,2025-01-15
